rank,lemma,pos_kelly,pos_ud,english
5748,videokamera,n,NOUN,video camera
5749,lettelse,n,NOUN,relief
5750,forholdsregel,n,NOUN,precaution
5751,fosterhjem,n,NOUN,foster home
5752,miljøvernminister,n,NOUN,Minister for the Environment
5753,læringsmål,n,NOUN,learning objective
5754,tilføye,v,VERB,add
5755,australsk,n,NOUN,Australian
5756,ferdigstille,v,VERB,complete
5757,overdose,n,NOUN,overdose
5758,fastland,n,NOUN,mainland
5759,forkaste,v,VERB,reject
5760,samsvare,v,VERB,accord with
5761,triller,v,VERB,roll
5762,tilbakegang,n,NOUN,decline
5763,utenforstående,adj,ADJ,outside
5764,kapre,v,VERB,"grab, capture"
5765,penis,n,NOUN,penis
5766,påkjørt,adj,ADJ,run-down
5767,gulrot,n,NOUN,carrot
5768,vektlegge,v,VERB,
5769,kirurgi,n,NOUN,surgery
5770,særpreg,n,NOUN,characteristic
5771,dialekt,n,NOUN,dialect
5772,fuglehund,n,NOUN,gun dog
5773,vokte,v,VERB,guard
5774,drink,n,NOUN,drink
5775,husholdning,n,NOUN,housekeeping
5776,meningsfylt,adj,ADJ,meaningful
5777,maksimum,n,NOUN,maximum
5778,slem,adj,ADJ,bad
5779,pult,n,NOUN,desk
5780,nitrogen,n,NOUN,nitrogen
5781,refusjon,n,NOUN,reimbursement
5782,landsdekkende,adj,ADJ,nationwide
5783,akk,interj,INTERJ,oh
5784,forleden,adj,ADJ,the other day
5785,motorsykkel,n,NOUN,motorcycle
5786,forrykende,adj,ADJ,tremendous
5787,mannfolk,n,NOUN,real man
5788,medmenneske,n,NOUN,fellow human
5789,særklasse,n,NOUN,special class
5790,forlik,n,NOUN,compromise
5791,oppunder,prep,PREP,up under
5792,pirat,v,VERB,pirate
5793,forbigående,adj,ADJ,temporary
5794,skikk,n,NOUN,custom
5795,utelate,v,VERB,omit
5796,støttespiller,v,VERB,
5797,festlig,adj,ADJ,festive
5798,avstå,v,VERB,"relinquish, renounce"
5799,blotte,v,VERB,reveal
5800,seniorrådgiver,n,NOUN,senior adviser
5801,yngel,n,NOUN,brood
5802,pinne,n,NOUN,stick
5803,klimapolitikk,n,NOUN,climate policy
5804,utvei,n,NOUN,way out
5805,familieliv,n,NOUN,family life
5806,flyt,n,NOUN,flow
5807,reglement,n,NOUN,regulation
5808,bøtte,n,NOUN,bucket
5809,produktivitet,n,NOUN,productivity
5810,sivilisasjon,n,NOUN,civilisation
5811,hvitløk,n,NOUN,garlic
5812,innskudd,n,NOUN,deposit
5813,rådgivende,adj,ADJ,advisory
5814,ponni,n,NOUN,pony
5815,skoleelev,n,NOUN,pupil
5816,velferdsstat,n,NOUN,welfare state
5817,gardin,n,NOUN,curtain
5818,kildekode,n,NOUN,source code
5819,kvalifisering,n,NOUN,qualification
5820,pådra,v,VERB,incur
5821,bitte,adv,ADV,tiny
5822,knekk,n,NOUN,crack
5823,påfyll,n,NOUN,fill-up
5824,seriekamp,n,NOUN,league match
5825,entusiasme,n,NOUN,enthusiasm
5826,overstå,v,VERB,finish
5827,fjernkontroll,n,NOUN,remote control
5828,varamedlem,n,NOUN,deputy board member
5829,bokmerke,n,NOUN,bookmark
5830,især,adv,ADV,especially
5831,unektelig,adj,ADJ,undeniable
5832,administrering,n,NOUN,administration
5833,sprenge,v,VERB,break
5834,løft,n,NOUN,lift
5835,avd.,n,NOUN,dept.
5836,undervurdere,v,VERB,underestimate
5837,oljepenger,n,NOUN,oil money
5838,særs,adj,ADJ,special
5839,øk,n,NOUN,nag
5840,arbeidsledig,adj,ADJ,unemployed
5841,korps,n,NOUN,corps
5842,bemerkning,n,NOUN,remark
5843,gavekort,n,NOUN,gift voucher
5844,nødvendighet,n,NOUN,necessity
5845,tidsalder,n,NOUN,epoch
5846,hake,n,NOUN,chin
5847,skagen,n,NOUN,Skagen
5848,bakerst,adj,ADJ,hindmost
5849,slave,n,NOUN,slave
5850,spiseforstyrrelse,n,NOUN,eating disorder
5851,overdreven,adj,ADJ,exaggerated
5852,dobling,n,NOUN,doubling
5853,entreprenørskap,n,NOUN,entrepreneurship
5854,boble,n,NOUN,bubble
5855,dagslys,n,NOUN,daylight
5856,fremskritt,n,NOUN,progress
5857,pulje,n,NOUN,"group, pool"
5858,kulturarv,n,NOUN,cultural heritage
5859,muliggjøre,v,VERB,make possible
5860,tv-serie,n,NOUN,TV-series
5861,fiasko,n,NOUN,fiasco
5862,kondom,n,NOUN,condom
5863,sug,n,NOUN,suck
5864,korreksjon,n,NOUN,correction
5865,kunstgress,n,NOUN,artificial grass
5866,troll,n,NOUN,troll
5867,gjær,v,VERB,yeast
5868,idol,n,NOUN,idol
5869,fjes,adj,ADJ,
5870,samarbeidsavtale,n,NOUN,cooperation agreement
5871,fremføre,v,VERB,present
5872,giv,n,NOUN,"deal, initiative"
5873,mistenkelig,adj,ADJ,suspicious
5874,flis,n,NOUN,splinter
5875,løve,n,NOUN,lion
5876,ambassadør,n,NOUN,ambassador
5877,eksponere,v,VERB,expose
5878,avdelingsdirektør,n,NOUN,head of department
5879,tapper,adj,ADJ,brave
5880,opphøre,v,VERB,cease
5881,realisme,n,NOUN,realism
5882,ert,n,NOUN,pea
5883,blødning,n,NOUN,bleeding
5884,styringsrente,n,NOUN,
5885,brosjyre,n,NOUN,brochure
5886,landsdel,n,NOUN,region
5887,tradisjonsrik,adj,ADJ,rich in tradition
5888,reklamere,v,VERB,advertise
5889,tilførsel,n,NOUN,supply
5890,eksperimentere,v,VERB,experiment
5891,skapning,n,NOUN,creature
5892,brennevin,n,NOUN,spirits
5893,note,n,NOUN,note
5894,opptatt,adj,ADJ,engaged
5895,driftsresultat,n,NOUN,operating profit
5896,union,n,NOUN,union
5897,skattyter,n,NOUN,taxpayer
5898,funksjonsevne,n,NOUN,functional ability
5899,hormon,n,NOUN,hormone
5900,avløp,n,NOUN,drain
5901,enke,n,NOUN,widow
5902,ringvirkning,n,NOUN,spreading effect
5903,krasje,v,VERB,crash
5904,uunngåelig,adj,ADJ,unavoidable
5905,etterforsker,n,NOUN,investigator
5906,ikon,n,NOUN,icon
5907,deig,n,NOUN,dough
5908,bortelag,n,NOUN,away-team
5909,underside,n,NOUN,underside
5910,skuespillet,n,NOUN,play
5911,hissig,adj,ADJ,short-tempered
5912,konsern,n,NOUN,group
5913,samband,n,NOUN,connection
5914,klapp,n,NOUN,valve
5915,fornekte,v,VERB,deny
5916,erotisk,adj,ADJ,erotic
5917,ukeblad,n,NOUN,weekly magazine
5918,munter,adj,ADJ,cheerful
5919,redegjøre,v,VERB,explain
5920,skilt,n,NOUN,sign
5921,forverre,v,VERB,worsen
5922,forprosjekt,n,NOUN,pilot project
5923,pålitelig,adj,ADJ,trustworthy
5924,vitamin,n,NOUN,vitamin
5925,sjette,adj,ADJ,sixth
5926,strupe,n,NOUN,throat
5927,p-pille,n,NOUN,contraceptive pill
5928,belaste,v,VERB,strain
5929,drivende,adj,ADJ,drifting
5930,føye,v,VERB,"add, join"
5931,myrde,v,VERB,murder
5932,sladder,n,NOUN,gossip
5933,term,n,NOUN,term
5934,helsefag,n,NOUN,health education subject
5935,konvolutt,n,NOUN,envelope
5936,seremoni,n,NOUN,ceremony
5937,koffert,n,NOUN,suitcase
5938,byråkrat,n,NOUN,bureaucrat
5939,iver,n,NOUN,eagerness
5940,mottak,n,NOUN,reception
5941,ose,v,VERB,reek
5942,folkebibliotek,n,NOUN,public library
5943,legitim,adj,ADJ,legitimate
5944,lokalisering,n,NOUN,localisation
5945,valuta,n,NOUN,currency
5946,demonstrant,n,NOUN,demonstrator
5947,spillerom,n,NOUN,"margin, latitude"
5948,gruppeleder,n,NOUN,group leader
5949,eldreomsorg,n,NOUN,geriatric care
5950,vederlag,n,NOUN,compensation
5951,årsregnskap,n,NOUN,annual account
5952,urett,n,NOUN,injustice
5953,bitterhet,n,NOUN,bitterness
5954,rullestol,n,NOUN,wheelchair
5955,naturvitenskap,n,NOUN,natural science
5956,dirigent,n,NOUN,conductor
5957,trendy,adj,ADJ,trendy
5958,ombygging,n,NOUN,conversion
5959,bildestabilisator,n,NOUN,image stabiliser
5960,arbeidssak,n,NOUN,employment case
5961,bildelenke,n,NOUN,
5962,boliglån,n,NOUN,mortgage
5963,cover,n,NOUN,cover
5964,tretten,det,DET,thirteen
5965,seksten,det,DET,sixteen
5966,sytten,det,DET,seventeen
5967,nitten,det,DET,nineteen
5968,seksti,det,DET,sixty
5969,sytti,det,DET,seventy
5970,åtti,det,DET,eighty
5971,nitti,det,DET,ninety
5972,storesøster,n,NOUN,older sister
5973,lillesøster,n,NOUN,younger sister
5974,lillebror,n,NOUN,younger brother
5975,kusine,n,NOUN,cousin
5976,fetter,n,NOUN,cousin
5977,søskenbarn,n,NOUN,niece/nephew
5978,mormor,n,NOUN,grandmother
5979,morfar,n,NOUN,grandfather
5980,farmor,n,NOUN,grandmother
5981,farfar,n,NOUN,grandfather
5982,oldemor,n,NOUN,great-grandmother
5983,oldefar,n,NOUN,great-grandfather
5984,tippoldemor,n,NOUN,great-great-grandmother
5985,tippoldefar,n,NOUN,great-great-grandfather
5986,grandtante,n,NOUN,great-aunt
5987,grandonkel,n,NOUN,great-uncle
5988,svigermor,n,NOUN,mother-in-law
5989,svigerfar,n,NOUN,father-in-law
5990,svigersønn,n,NOUN,son-in-law
5991,svigerinne,n,NOUN,sister-in-law
5992,svoger,n,NOUN,brother-in-law
5993,niese,n,NOUN,niece
5994,nevø,n,NOUN,nephew
5995,oldebarn,n,NOUN,great-grandchild
5996,tippoldebarn,n,NOUN,great-great-grandchild
5997,nordøst,n,NOUN,Northeast
5998,nordvest,n,NOUN,Northwest
5999,sørøst,n,NOUN,Southeast
6000,sørvest,n,NOUN,Southwest
